          0        100          0         23          0          0          1          0          0         13
         17         84          0         22          0          0          1          0          0         13
          2         84          0         36          1          0          1          0          0         13
         14         70          0         36          1          0          1          0          0         15
          0         70          0         36          1          0         15          0          0         15
         28         42          0         36          1          0         15          0          0         15
          1         41          0         36          1          0         15          0          0         43
          0         41          0         36          1          0         15          0          0         44
          0         41          0         36          1          0         15          0          0         44
          2         41          0         36          1          0         15          0          0         42
          1         43          0         36          1          0         14          0          0         42
          6         43          0         37          1          0         14          0          0         36
          0         43          0         43          1          0         14          0          0         36
          6         43          0         43          1          0         14          0          0         30
          0         43          0         49          1          0         14          0          0         30
          1         43          0         48          1          0         14          0          0         30
          0         43          0         48          1          0         15          0          0         30
          0         43          0         48          1          0         15          0          0         30
          0         43          0         48          1          0         15          0          0         30
          0         43          0         48          1          0         15          0          0         30
          0         43          0         48          1          0         15          0          0         30
         25         18          0         48          1          0         15          0          0         30
          1         18          0         73          0          0         15          0          0         30
          0         18          0         74          0          0         15          0          0         30
          0         18          0         74          0          0         15          0          0         30
         13         17          0         62          0          0         15          0          0         30
          0         29          0         62          0          0         15          0          0         31
          1         29          0         61          0          0         15          0          0         31
          0         29          0         61          1          0         15          0          0         31
          0         29          0         61          1          0         15          0          0         31
          0         29          0         61          1          0         15          0          0         31
          4         29          0         57          1          0         15          0          0         31
          0         29          0         57          5          0         15          0          0         31
          0         29          0         57          5          0         15          0          0         31
         21         18          0         47          5          0         15          0          0         31
          3         18          0         55         15          0         15          0          0         31
          0         18          0         55         15          0         15          0          0         34
          0         18          0         55         15          0         15          0          0         34
          0         18          0         55         15          0         15          0          0         34
          2         16          0         55         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
         11         16          0         46         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
          0         16          0         57         15          0         15          0          0         34
         13         16          0         57          2          0         15          0          0         34
          2         29          0         57          0          0         15          0          0         34
         20         31          0         37          0          0         15          0          0         34
          0         51          0         37          0          0         15          0          0         34
         20         31          0         37          0          0         15          0          0         34
          0         40          0         48          0          0         15          0          0         34
          4         40          0         44          0          0         15          0          0         34
         12         44          0         32          0          0         15          0          0         34
         13         31          0         44          0          0         15          0          0         34
          0         31          0         57          0          0         15          0          0         34
          0         31          0         57          0          0         15          0          0         34
          0         31          0         57          0          0         15          0          0         34
          0         31          0         57          0          0         15          0          0         34
          0         31          0         57          0          0         15          0          0         34
          0         31          0         57          0          0         15          0          0         34
          0         31          0         57          0          0         15          0          0         34
          7         31          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
          0         38          0         50          0          0         15          0          0         34
         14         38          0         50          0          0          1          0          0         34
          0         52          0         50          0          0          1          0          0         34
          0         52          0         50          0          0          1          0          0         34
          0         52          0         50          0          0          1          0          0         34
          0         52          0         50          0          0          1          0          0         34
         12         52          0         38          0          0          1          0          0         34
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
          0         52          0         38          0          0          1          0          0         46
         12         52          0         38          0          0          1          0          0         34
         12         52          0         38          0          0          1          0          0         34
         12         52          0         38          0          0          1          0          0         34
